sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,value,HKTimeZone
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-13 13:34:29 +0000,2025-09-13 13:38:29 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-13 13:38:29 +0000,2025-09-13 13:41:29 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-13 13:41:29 +0000,2025-09-13 13:42:59 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 05:19:23 +0000,2025-09-14 05:37:23 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 05:37:23 +0000,2025-09-14 05:45:23 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 05:45:23 +0000,2025-09-14 05:48:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 05:48:53 +0000,2025-09-14 05:55:23 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 05:55:23 +0000,2025-09-14 05:55:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 05:55:53 +0000,2025-09-14 05:57:23 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 05:57:23 +0000,2025-09-14 06:03:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 06:03:53 +0000,2025-09-14 06:13:23 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 06:13:23 +0000,2025-09-14 06:23:23 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 06:23:23 +0000,2025-09-14 06:35:23 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 06:35:23 +0000,2025-09-14 06:36:23 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 06:36:23 +0000,2025-09-14 06:36:53 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 06:36:53 +0000,2025-09-14 06:47:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 06:47:53 +0000,2025-09-14 06:48:23 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 06:48:23 +0000,2025-09-14 07:09:23 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 07:09:23 +0000,2025-09-14 07:28:53 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 07:28:53 +0000,2025-09-14 07:29:23 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 07:29:23 +0000,2025-09-14 07:29:53 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 07:29:53 +0000,2025-09-14 07:46:23 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 07:46:23 +0000,2025-09-14 08:02:23 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 08:02:23 +0000,2025-09-14 08:37:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 08:37:53 +0000,2025-09-14 09:00:53 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:00:53 +0000,2025-09-14 09:02:23 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:02:23 +0000,2025-09-14 09:03:53 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:03:53 +0000,2025-09-14 09:04:53 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:04:53 +0000,2025-09-14 09:06:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:06:53 +0000,2025-09-14 09:22:23 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:22:23 +0000,2025-09-14 09:28:23 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:28:23 +0000,2025-09-14 09:28:53 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:28:53 +0000,2025-09-14 09:37:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 09:37:53 +0000,2025-09-14 10:16:53 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 10:16:53 +0000,2025-09-14 10:17:53 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 10:17:53 +0000,2025-09-14 10:34:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 10:34:53 +0000,2025-09-14 10:43:53 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 10:43:53 +0000,2025-09-14 11:40:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 11:40:53 +0000,2025-09-14 12:04:23 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-14 12:04:23 +0000,2025-09-14 12:50:53 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 06:01:54 +0000,2025-09-15 06:12:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 06:12:24 +0000,2025-09-15 06:13:54 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 06:13:54 +0000,2025-09-15 06:22:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 06:22:24 +0000,2025-09-15 06:46:24 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 06:46:24 +0000,2025-09-15 06:48:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 06:48:24 +0000,2025-09-15 07:02:54 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 07:02:54 +0000,2025-09-15 07:26:54 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 07:26:54 +0000,2025-09-15 07:35:24 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 07:35:24 +0000,2025-09-15 07:41:54 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 07:41:54 +0000,2025-09-15 07:51:24 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 07:51:24 +0000,2025-09-15 08:00:54 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 08:00:54 +0000,2025-09-15 08:06:24 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 08:06:24 +0000,2025-09-15 08:11:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 08:11:24 +0000,2025-09-15 08:31:54 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 08:31:54 +0000,2025-09-15 09:36:54 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 09:36:54 +0000,2025-09-15 09:58:24 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 09:58:24 +0000,2025-09-15 10:03:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 10:03:24 +0000,2025-09-15 10:05:24 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 10:05:24 +0000,2025-09-15 10:08:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 10:08:24 +0000,2025-09-15 10:41:54 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 10:41:54 +0000,2025-09-15 10:45:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 10:45:24 +0000,2025-09-15 10:47:54 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 10:47:54 +0000,2025-09-15 11:37:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 11:37:24 +0000,2025-09-15 11:43:54 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 11:43:54 +0000,2025-09-15 11:44:54 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 11:44:54 +0000,2025-09-15 12:08:54 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 12:08:54 +0000,2025-09-15 13:07:54 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 13:07:54 +0000,2025-09-15 13:26:54 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 13:26:54 +0000,2025-09-15 13:27:24 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 13:27:24 +0000,2025-09-15 13:30:54 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 13:30:54 +0000,2025-09-15 13:31:24 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 13:31:24 +0000,2025-09-15 13:39:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 13:39:24 +0000,2025-09-15 13:39:54 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 13:39:54 +0000,2025-09-15 13:45:24 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-15 13:45:24 +0000,2025-09-15 13:48:54 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 05:26:32 +0000,2025-09-16 05:33:02 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 05:33:02 +0000,2025-09-16 05:34:02 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 05:34:02 +0000,2025-09-16 05:37:32 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 05:37:32 +0000,2025-09-16 05:38:32 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 05:38:32 +0000,2025-09-16 05:50:02 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 05:50:02 +0000,2025-09-16 06:16:32 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 06:16:32 +0000,2025-09-16 06:18:32 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 06:18:32 +0000,2025-09-16 06:26:32 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 06:26:32 +0000,2025-09-16 06:40:02 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 06:40:02 +0000,2025-09-16 06:55:02 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 06:55:02 +0000,2025-09-16 07:14:32 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 07:14:32 +0000,2025-09-16 07:31:02 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 07:31:02 +0000,2025-09-16 07:32:32 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 07:32:32 +0000,2025-09-16 07:36:02 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 07:36:02 +0000,2025-09-16 07:36:32 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 07:36:32 +0000,2025-09-16 07:49:02 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 07:49:02 +0000,2025-09-16 07:58:02 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 07:58:02 +0000,2025-09-16 08:01:32 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 08:01:32 +0000,2025-09-16 09:07:02 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 09:07:02 +0000,2025-09-16 09:50:02 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-16 09:50:02 +0000,2025-09-16 10:29:32 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 05:16:17 +0000,2025-09-17 05:30:17 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 05:30:17 +0000,2025-09-17 05:54:17 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 05:54:17 +0000,2025-09-17 06:02:17 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 06:02:17 +0000,2025-09-17 06:11:17 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 06:11:17 +0000,2025-09-17 06:16:47 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 06:16:47 +0000,2025-09-17 06:38:17 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 06:38:17 +0000,2025-09-17 06:59:47 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 06:59:47 +0000,2025-09-17 07:05:17 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 07:05:17 +0000,2025-09-17 07:10:47 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 07:10:47 +0000,2025-09-17 07:40:17 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 07:40:17 +0000,2025-09-17 07:43:47 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 07:43:47 +0000,2025-09-17 07:56:47 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 07:56:47 +0000,2025-09-17 08:51:47 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 08:51:47 +0000,2025-09-17 08:52:17 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 08:52:17 +0000,2025-09-17 09:08:47 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:08:47 +0000,2025-09-17 09:17:47 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:17:47 +0000,2025-09-17 09:19:17 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:19:17 +0000,2025-09-17 09:26:47 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:26:47 +0000,2025-09-17 09:29:17 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:29:17 +0000,2025-09-17 09:48:17 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:48:17 +0000,2025-09-17 09:48:47 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:48:47 +0000,2025-09-17 09:56:17 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:56:17 +0000,2025-09-17 09:57:47 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 09:57:47 +0000,2025-09-17 10:01:47 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 10:01:47 +0000,2025-09-17 10:03:17 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 10:03:17 +0000,2025-09-17 10:07:17 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 10:07:17 +0000,2025-09-17 10:10:47 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 10:10:47 +0000,2025-09-17 10:12:17 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 22:03:50 +0000,2025-09-17 22:12:50 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 22:12:50 +0000,2025-09-17 22:39:50 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 22:39:50 +0000,2025-09-17 22:48:20 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 22:48:20 +0000,2025-09-17 22:49:50 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 22:49:50 +0000,2025-09-17 22:55:20 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 22:55:20 +0000,2025-09-17 22:59:50 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 22:59:50 +0000,2025-09-17 23:00:50 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 23:00:50 +0000,2025-09-17 23:22:50 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 23:22:50 +0000,2025-09-17 23:44:20 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 23:44:20 +0000,2025-09-17 23:51:20 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-17 23:51:20 +0000,2025-09-18 00:08:50 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 00:08:50 +0000,2025-09-18 00:09:50 +0000,awake,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 00:09:50 +0000,2025-09-18 01:10:50 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 01:10:50 +0000,2025-09-18 01:15:50 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 05:09:44 +0000,2025-09-18 05:36:44 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 05:36:44 +0000,2025-09-18 05:44:14 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 05:44:14 +0000,2025-09-18 05:47:44 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 05:47:44 +0000,2025-09-18 05:50:44 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 05:50:44 +0000,2025-09-18 06:07:14 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 06:07:14 +0000,2025-09-18 06:41:14 +0000,asleepREM,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 06:41:14 +0000,2025-09-18 06:59:44 +0000,asleepCore,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 06:59:44 +0000,2025-09-18 07:35:14 +0000,asleepDeep,America/Chicago
HKCategoryTypeIdentifierSleepAnalysis,Teja’s Apple Watch,11.6,"Watch6,15",,2025-09-18 07:35:14 +0000,2025-09-18 08:29:44 +0000,asleepCore,America/Chicago
